address line1,city,state province,postal code,latitude,longitude,known use,owner,owner type,bbl,area acres
,,NY,,40.68870546082114,-73.9047567049626,,New York City Transit (MTA),public,6000030013,0.017081955922895283
139 STOCKHOLM STREET,,NY,11221,40.69877128778169,-73.92355799674988,,New York City Police Department,public,3032450041,0.057392102846750000
1291 DE KALB AVENUE,,,11221,40.69738296211417,-73.92631480310305,,New York City Police Department,public,,0.071877640036858313
409 LENOX AVENUE,,,,40.81140280632329,-73.94331907511761,,New York City Department of Housing Preservation and Development,public,,0.105530991735724191
331 RALPH AVENUE,,,11233,40.67766335453468,-73.92147164827608,,New York City Department of Housing Preservation and Development,public,,0.105662534435448942
145-59 105 AVENUE,,NY,11435,40.694178601357244,-73.80578642039637,,FAITH TABERNACLE CHUR,private,4100490020,0.172359963269359600
388 HUDSON STREET,,NY,10014,40.72909823038959,-74.00665668821779,,New York City Department of Environmental Protection,public,1005810045,0.573921028467500000
142 GRAND STREET,,NY,10013,40.72039250740778,-73.99914152776276,,New York City Department of Environmental Protection,public,1004730047,0.288337924702072000
35 EAST 4 STREET,,NY,10003,40.72767097130162,-73.992122114792,,New York City Department of Environmental Protection,public,1005440068,0.225780532599114500
39 BARTLETT STREET,,,11206,40.70110270083591,-73.94696715346623,,New York City Department of Housing Preservation and Development,public,,0.111706611570445878
        GERRY STREET,,,11206,40.70137895926648,-73.94710180759377,,New York City Department of Housing Preservation and Development,public,,0.170338613407097065
        THROOP AVENUE,,,11206,40.70172499488664,-73.94618866831516,,New York City Department of Housing Preservation and Development,public,,0.080348943985450000
617 CLEVELAND STREET,,NY,11208,40.66929077766282,-73.88283292127521,,New York City Department of Housing Preservation and Development,public,3040650022,0.043962350780610500
355 FRONT STREET,,NY,10301,40.63091305301987,-74.07324916915509,,New York City Department of Citywide Administrative Services,public,5004870100,186.359389348355940500
39-22 29 STREET,,NY,11101,40.75309856792037,-73.93520717885987,community garden,New York City Department of Parks and Recreation,public,4003980033,0.057506887052443500
554 SNEDIKER AVENUE,,,11207,40.66118761157175,-73.89913611850592,community garden,New York City Department of Parks and Recreation,public,,0.105598943985494743
1923 ATLANTIC AVENUE,,,11233,40.677228521968765,-73.92051304941961,,New York City Department of Housing Preservation and Development,public,,0.133415059688023372
1490 SOUTHERN BOULEVARD,,NY,10460,40.83331022188105,-73.88978561745253,,New York City Department of Housing Preservation and Development,public,2029810014,0.344352617080500000
351 EAST 139 STREET,,NY,10454,40.81045177812571,-73.92341289588663,,New York City Department of Citywide Administrative Services,public,2023020050,0.152662993572355000
851 AVENUE I,,NY,11230,40.62843491585109,-73.96153651250334,,New York City Transit (MTA),public,3066990047,1.511363636366314500
VAN SINDEREN AVENUE,,NY,11207,40.667559146571705,-73.90119040934927,,New York City Department of Citywide Administrative Services,public,3037650003,0.227456382002239600
103-54 99 STREET,,NY,11417,40.68167342980209,-73.84103378373298,,New York City Transit (MTA),public,4091210030,0.114784205693500000
1700 BROADWAY,,,11207,40.683594271157254,-73.91220025815467,,New York City Department of Housing Preservation and Development,public,,0.167277318641251420
2362 PITKIN AVENUE,,,11207,40.67337601514888,-73.8852721452713,community garden,New York City Department of Housing Preservation and Development,public,,0.077796143250826560
705 10 AVENUE,,NY,10019,40.76396813816432,-73.99298960854917,,New York City Department of Environmental Protection,public,1010770029,1.309159779616644900
,,NY,,40.62886602164531,-73.9618170918723,,New York City Department of Citywide Administrative Services,public,6000030014,0.188098484848818159
177 SACKMAN STREET,,,11212,40.673683979660616,-73.9056327103689,,New York City Department of Housing Preservation and Development,public,,0.078876033057991008
117 GLENMORE AVENUE,,,11212,40.67179344733754,-73.90687323134836,,New York City Department of Housing Preservation and Development,public,,0.149929752066381378
287 NEW JERSEY AVENUE,,,11207,40.67266494477821,-73.89474110272117,,New York City Department of Housing Preservation and Development,public,,0.116256427915724831
,,NY,,40.73395395465974,-73.9391416311264,,New York City Department of Transportation,public,6000040002,0.597798668504273257
,,NY,,40.72802468837851,-73.9323484346622,,New York City Department of Transportation,public,6000030016,0.160552800734903416
,,NY,,40.74281072936783,-73.9385461807251,,New York City Department of Transportation,public,6000040003,0.182823232323556286
,,NY,,40.723438008482454,-73.92037488714432,,New York City Department of Transportation,public,6000040004,0.186063590450283791
,,NY,,40.71999187333778,-73.9237696283494,,New York City Department of Transportation,public,6000040005,0.159029843893762058
,,NY,,40.7197255782814,-73.92474134914117,,New York City Department of Transportation,public,6000030017,0.377630394858336746
,,NY,,40.71426023161931,-73.93068602764399,,New York City Department of Transportation,public,6000030018,0.135792929293169918
499 EAST 3 STREET,,NY,11218,40.63982800967814,-73.97642603803769,,private owner,private,3053720076,0.101010101010280000
,,NY,,40.735368516389094,-73.94477963447571,,New York City Department of Transportation,public,6000030019,1.135916207531856737
THORNTON PLACE,,NY,11374,40.72281710509306,-73.85881682971002,,New York City Department of Citywide Administrative Services,public,4031520006,0.0
FLEET STREET,,NY,0,40.72059967423082,-73.85840933920637,,New York City Department of Citywide Administrative Services,public,4031510008,0.0
METROPOLITAN AVENUE,,NY,0,40.71089308845665,-73.85725969113489,,New York City Department of Citywide Administrative Services,public,4038860750,0.520156106520664600
73 AVENUE,,NY,0,40.70889080876206,-73.85697800613434,,New York City Department of Citywide Administrative Services,public,4038860449,0.0
WOODHAVEN BOULEVARD,,NY,0,40.70709694814976,-73.85723456411218,,New York City Department of Citywide Administrative Services,public,4038860038,5.006037649228338100
UNION TURNPIKE,,NY,11385,40.70577343100412,-73.85541201243419,,New York City Department of Citywide Administrative Services,public,4038800091,1.251147842059150000
MYRTLE AVENUE,,NY,0,40.70368379014226,-73.8534977563321,,New York City Department of Citywide Administrative Services,public,4039071125,2.754820936644000000
MYRTLE AVENUE,,NY,0,40.700206953045814,-73.85063033788764,,New York City Transit (MTA),public,4039070990,0.0
89 AVENUE,,NY,0,40.69375268625284,-73.84639639626057,,New York City Department of Citywide Administrative Services,public,4092860082,0.0
90 AVENUE,,NY,0,40.69202604711794,-73.84555777110243,,New York City Department of Citywide Administrative Services,public,4092910056,0.537190082645580000
ATLANTIC AVENUE,,NY,0,40.690423480217525,-73.84479185836648,,New York City Department of Citywide Administrative Services,public,4093060082,0.0
ATLANTIC AVENUE,,NY,11416,40.688946353994766,-73.84435407297046,,New York City Department of Citywide Administrative Services,public,4090420018,0.798163452710321600
OCEAN AVENUE,,NY,11416,40.68840799357708,-73.84426125326321,,New York City Department of Citywide Administrative Services,public,4090430082,0.0
97 AVENUE,,NY,11416,40.687630899613964,-73.84357448146612,,New York City Department of Citywide Administrative Services,public,4090450137,0.0
ROCKAWAY BOULEVARD,,NY,0,40.67861628792243,-73.83907315277007,,New York City Transit (MTA),public,4091730110,1.477892561986089900
100 STREET,,NY,11417,40.67703029613846,-73.83832481966253,,New York City Transit (MTA),public,4114900102,0.0
LAFAYETTE AVENUE,,,,40.68716764621527,-73.97711365023963,,New York City Department of Housing Preservation and Development,public,,0.231258034894808320
,,,,40.840154723768016,-73.92306008817904,,New York City Department of Transportation,public,,0.474447428834633191
98 LORRAINE STREET,,NY,11231,40.67294067624975,-74.00476455688477,,New York City Department of Parks and Recreation,public,3005810001,4.173553719015660000
63 STOCKHOLM STREET,,NY,11221,40.69659871888733,-73.9259896397967,,New York City Department of Housing Preservation and Development,public,3032430065,0.172176308540250000
MERRICK BOULEVARD,,NY,11434,40.686890449901014,-73.77491533756256,community garden,Brooklyn Queens Land Trust,private,4123670170,0.123370064279373800
55 STUYVESANT PLACE,,NY,10301,40.644804928591846,-74.07805137755328,,New York City Department of Health,public,5000090009,0.264003673095050000
54 CENTRAL AVENUE,,NY,10301,40.6394695802428,-74.07691242346972,parking lot,Dormitory Authority of the State of New York,public,5000060020,0.574793388430770600
100 BROOK STREET,,NY,10301,40.63638645223342,-74.08413125762871,,New York City Department of Sanitation,public,5000340001,2.633838383843051000
,,NY,,40.67919789114488,-73.93019378185272,,New York City Department of Transportation,public,6000030020,0.666044306704577843
,,NY,,40.67894533065604,-73.92978181188417,,FULTON PARK ASSOCIATES,private,,0.776735766759870407
910 MADISON STREET,,,11221,40.6878600400399,-73.92122169077011,,New York City Department of Citywide Administrative Services,public,,0.144600091827620786
207 SOUTH 2 STREET,,,,40.712534141563026,-73.95942933557332,community garden,New York City Department of Parks and Recreation,public,,0.239260330578936366
558 COLUMBIA STREET,,NY,11231,40.67225714775728,-74.00891661643982,Farm,New York City Department of Parks and Recreation,public,3006070001,3.493227731870285500
42 FERRIS STREET,,NY,11231,40.68064428926641,-74.01572981752805,,GOVERNORS ISLAND CORPORATION,private,3005150001,3.240220385680672800
        PROSPECT PLACE,,,11213,40.67375846006068,-73.939608335495,,New York City Department of Citywide Administrative Services,public,,0.106683654729298318
1640 ANTHONY AVENUE,,,,40.84255938199115,-73.90461121380882,,New York City Administration of Children's Services,public,,0.232150596878280976
        MARCUS GARVEY BLVD,,,11221,40.68881786633848,-73.93891311307743,,New York City Administration of Children's Services,public,,0.082658402204003220
E L GRANT HIGHWAY,,,10452,40.84272266422615,-73.92243301618188,,Artsbridge HDFC + Plimpton 1450 LP,private,,0.109473140496061755
326 DELANCEY STREET,,NY,10002,40.7166597260996,-73.97777616977692,,New York City Department of Parks & Recreation - building,public,1003230002,0.162465564738579900
PIER 9,,NY,10005,40.70290711361883,-74.00790696109945,,New York City Department of Small Business Services,public,1000360012,7.364554637294960000
,,NY,,40.71955717269706,-73.99021810685632,,New York City Department of Parks & Recreation - building,public,6000010011,0.049100321395862947
,,NY,,40.71673347409411,-73.99411881062521,,New York City Department of Parks & Recreation - building,public,6000010012,0.088442148760487298
,,NY,,40.72244232044012,-73.99117608023519,,New York City Department of Parks & Recreation - building,public,6000010013,0.077764692378466541
,,NY,,40.72178829930072,-73.97404927665401,,New York City Department of Parks & Recreation - building,public,6000010014,0.088643709825685084
,,NY,,40.71427298112197,-73.9896959066391,,New York City Department of Parks & Recreation - building,public,6000010017,0.062205922865124003
,,NY,,40.712577405024454,-73.98806512355804,,New York City Department of Parks & Recreation - building,public,6000010018,0.011076446281011363
,,NY,,40.71176009752578,-73.98066759109496,,New York City Department of Parks & Recreation - building,public,6000010019,0.035860192837529109
,,NY,,40.727279093859835,-73.98113965988159,,New York City Department of Parks & Recreation - building,public,6000010020,0.141833792470407436
,,NY,,40.71743224873335,-73.97822141647339,,New York City Department of Parks & Recreation - building,public,,0.016915748393051095
,,NY,,40.73986046878253,-73.9549724128685,,New York City Department of Transportation,public,6000040012,0.109157713498816017
615 OSBORN STREET,,NY,11212,40.65680010708374,-73.90532434125805,,New York City Department of Housing Preservation and Development,public,3036280009,0.098714416896410000
,,,11212,40.67122114279041,-73.9145728363228,,,,,0.098750229568586372
433 EAST 117 STREET,,,10035,40.796353686780776,-73.93354745048924,community garden,Manhattan Land Trust,private,,0.147193067034236951
344 EAST 141 STREET,,NY,10454,40.811507998772115,-73.92322701526727,,New York City Department of Parks and Recreation,public,2023030014,0.106359044995597100
EAST 140 STREET,,NY,10454,40.81113476485132,-73.92308637175847,,New York City Department of Parks and Recreation,public,2023030055,0.114784205693500000
65 EAST 149 STREET,,NY,10451,40.82013033850039,-73.93086969852448,,New York City Department of Parks and Recreation,public,2023560002,4.396235078061050000
233 GOLD STREET,,NY,11201,40.697717920103194,-73.98298501968382,,New York City Department of Parks and Recreation,public,3001100001,1.346280991737922800
ALBEMARLE ROAD,,,11226,40.646381461336084,-73.96462379010194,community garden,"KLIOT, GREGORY",private,,0.801700183656149722
UNION HALL STRE,,,11433,40.693560822585894,-73.78990229015007,,New York City Department of Housing Preservation and Development,public,,0.107413452709097591
